hr,steps,gsr,calories,temp,mood
112.0,0,0.00268381,4.2,91.4,1.0
105.0,0,0.29978299999999997,3.1,90.5,1.0
99.0,0,0.331189,2.8,90.5,1.0
103.0,0,0.0194679,3.0,90.5,1.0
105.0,0,0.318602,3.3,91.4,1.0
104.0,0,0.40421599999999996,3.2,91.4,1.0
105.0,0,0.0232403,3.0,91.4,1.0
104.0,0,0.034619199999999996,3.0,91.4,1.0
103.0,0,0.0340491,3.0,91.4,1.0
103.0,0,0.0277437,2.9,91.4,1.0
103.0,0,0.000175254,3.1,91.4,1.0
95.0,0,0.000120284,2.4,91.4,1.0
100.0,0,0.00113177,2.7,91.4,1.0
107.0,0,0.0127829,3.2,91.4,1.0
103.0,0,0.029979000000000002,3.0,91.4,1.0
98.0,0,0.000136615,2.7,91.4,1.0
101.0,0,0.0429602,2.8,91.4,1.0
110.0,69,7.03135e-05,5.3,88.7,1.0
113.0,0,6.72679e-05,5.7,88.7,1.0
118.0,0,7.03135e-05,8.0,88.7,1.0
104.0,7,0.00221115,3.7,88.7,1.0
110.0,0,0.00320387,5.2,88.7,1.0
103.0,0,0.0007941669999999999,3.1,88.7,1.0
109.0,0,0.000922179,3.4,89.6,1.0
111.0,30,0.0182169,4.7,89.6,1.0
101.0,22,8.629389999999999e-05,3.7,89.6,1.0
101.0,0,0.00010827700000000001,2.8,89.6,1.0
104.0,0,7.59788e-05,3.0,89.6,1.0
103.0,0,5.76104e-05,3.0,87.8,1.0
102.0,0,8.30144e-05,2.9,87.8,1.0
101.0,0,9.02009e-05,2.8,88.7,1.0
104.0,0,6.29452e-05,3.1,88.7,1.0
106.0,0,6.83943e-05,3.2,88.7,1.0
103.0,0,0.000106494,3.0,88.7,1.0
103.0,0,6.0553e-05,2.9,88.7,1.0
105.0,0,7.14908e-05,2.9,88.7,1.0
101.0,0,6.689659999999999e-05,2.9,88.7,1.0
90.0,0,6.02188e-05,2.2,88.7,1.0
100.0,0,5.76104e-05,2.7,88.7,1.0
102.0,0,12.7819,2.7,87.8,-1.0
103.0,0,11.3165,2.8,88.7,-1.0
105.0,0,10.8864,2.9,88.7,-1.0
104.0,0,10.2434,3.0,88.7,-1.0
105.0,0,12.6412,2.9,88.7,-1.0
104.0,0,10.8864,3.0,88.7,-1.0
104.0,0,11.1302,2.9,88.7,-1.0
102.0,0,10.4149,2.8,88.7,-1.0
105.0,0,5.76032,2.9,88.7,-1.0
104.0,0,9.01895,2.9,88.7,-1.0
103.0,0,8.72435,2.8,89.6,-1.0
99.0,0,0.00436806,2.6,89.6,1.0
99.0,0,0.0015009,2.6,88.7,1.0
101.0,0,0.00163988,2.8,88.7,1.0
99.0,0,0.00212712,2.6,89.6,1.0
100.0,0,0.00333044,2.6,89.6,1.0
101.0,0,0.00188325,2.8,89.6,1.0
100.0,0,0.0017525,2.6,89.6,1.0
97.0,0,0.00127832,2.4,89.6,1.0
97.0,0,0.00132882,2.4,89.6,1.0
99.0,0,0.00116998,2.6,89.6,1.0
97.0,0,0.000887132,2.4,89.6,1.0
97.0,0,0.00065069,2.4,89.6,1.0
96.0,0,0.000446596,2.4,89.6,1.0
95.0,0,0.000382479,2.3,89.6,1.0
96.0,0,0.000329386,2.4,88.7,1.0
96.0,0,0.000271376,2.6,89.6,1.0
105.0,0,0.00025114099999999997,3.8,89.6,1.0
95.0,0,0.000493382,2.4,89.6,1.0
107.0,0,0.000413296,4.0,89.6,1.0
92.0,0,8.970299999999999e-05,2.2,89.6,1.0
92.0,0,0.00010076,2.2,89.6,1.0
93.0,0,0.000102447,2.2,89.6,1.0
85.0,0,6.689659999999999e-05,1.7,86.9,1.0
87.0,0,7.18876e-05,1.8,86.9,1.0
88.0,0,8.07485e-05,1.9,87.8,1.0
88.0,0,7.68245e-05,1.8,87.8,1.0
87.0,0,7.51423e-05,1.9,87.8,1.0
89.0,0,6.91556e-05,2.0,87.8,1.0
87.0,0,6.61602e-05,2.0,87.8,1.0
86.0,0,6.992539999999999e-05,1.7,87.8,1.0
85.0,0,6.76413e-05,1.7,87.8,1.0
85.0,0,7.47276e-05,1.8,88.7,1.0
86.0,0,7.10962e-05,1.7,88.7,1.0
77.0,0,5.89002e-05,1.5,89.6,1.0
93.0,0,5.85751e-05,2.4,89.6,1.0
101.0,0,5.89002e-05,2.8,89.6,1.0
82.0,0,6.08891e-05,1.6,90.5,1.0
79.0,0,6.22522e-05,1.7,90.5,1.0
91.0,12,6.32945e-05,2.2,89.6,1.0
79.0,0,6.22522e-05,1.5,89.6,1.0
85.0,0,6.72679e-05,1.8,89.6,1.0
99.0,19,6.877390000000001e-05,2.8,89.6,1.0
97.0,0,6.0553e-05,2.8,89.6,1.0
91.0,0,6.435430000000001e-05,2.3,89.6,1.0
92.0,0,0.00038673699999999995,2.4,88.7,-1.0
95.0,0,0.000348131,2.3,88.7,-1.0
92.0,0,0.000269878,2.4,88.7,-1.0
93.0,0,0.000124346,2.4,88.7,-1.0
97.0,0,0.000162187,2.5,88.7,-1.0
87.0,0,0.000145997,1.8,88.7,-1.0
94.0,0,0.00015776,2.3,88.7,-1.0
94.0,0,0.00017141700000000002,2.3,88.7,-1.0
92.0,0,0.000229856,2.2,88.7,-1.0
94.0,0,0.000161292,2.2,88.7,-1.0
84.0,0,0.000173325,1.6,89.6,-1.0
94.0,0,8.07485e-05,2.2,89.6,1.0
82.0,0,8.58176e-05,1.7,89.6,1.0
92.0,0,8.39385e-05,2.1,89.6,1.0
91.0,0,8.677290000000001e-05,2.2,89.6,1.0
97.0,0,6.95394e-05,2.4,89.6,1.0
92.0,0,8.871540000000001e-05,2.2,89.6,1.0
94.0,0,9.222020000000001e-05,2.3,89.6,1.0
89.0,0,8.82258e-05,1.9,89.6,1.0
95.0,0,9.53342e-05,2.3,89.6,1.0
91.0,0,9.63954e-05,2.1,89.6,1.0
93.0,0,9.965049999999999e-05,2.3,89.6,1.0
85.0,0,6.39991e-05,1.7,89.6,1.0
88.0,0,6.689659999999999e-05,1.9,89.6,1.0
88.0,0,5.89002e-05,1.8,89.6,1.0
86.0,0,6.65274e-05,1.8,89.6,1.0
86.0,0,6.877390000000001e-05,1.7,89.6,1.0
86.0,0,6.80167e-05,1.8,90.5,1.0
71.0,0,6.80167e-05,1.5,90.5,1.0
87.0,0,6.689659999999999e-05,2.1,90.5,1.0
87.0,0,6.83943e-05,1.8,90.5,1.0
88.0,0,7.34969e-05,1.9,90.5,1.0
85.0,0,6.65274e-05,1.7,90.5,1.0
95.0,0,6.95394e-05,2.3,89.6,1.0
98.0,0,8.16473e-05,2.7,89.6,1.0
109.0,80,9.171110000000001e-05,3.8,89.6,1.0
103.0,37,5.72925e-05,3.0,89.6,1.0
97.0,31,0.000143592,2.7,89.6,1.0
95.0,0,0.000153454,2.3,88.7,1.0
86.0,0,0.00011896,1.8,88.7,1.0
94.0,0,0.000145997,2.3,88.7,1.0
92.0,0,0.000131423,2.2,88.7,1.0
88.0,0,0.00011193299999999999,2.0,89.6,1.0
90.0,0,8.11966e-05,2.1,89.6,1.0
94.0,0,6.95394e-05,2.3,90.5,-1.0
95.0,0,6.435430000000001e-05,2.4,90.5,-1.0
94.0,0,6.08891e-05,2.3,90.5,-1.0
99.0,0,6.08891e-05,2.4,90.5,-1.0
92.0,0,5.72925e-05,2.2,90.5,-1.0
96.0,0,6.65274e-05,2.5,90.5,-1.0
93.0,0,5.98864e-05,2.3,90.5,-1.0
85.0,0,5.92271e-05,1.8,89.6,-1.0
88.0,0,5.69762e-05,1.8,89.6,-1.0
85.0,0,5.76104e-05,1.8,89.6,-1.0
89.0,0,6.15669e-05,1.9,88.7,-1.0
108.0,39,6.15669e-05,3.4,90.5,1.0
100.0,0,5.9555799999999997e-05,2.6,89.6,1.0
104.0,34,5.9555799999999997e-05,3.2,89.6,1.0
93.0,0,6.08891e-05,2.2,89.6,1.0
96.0,0,6.22522e-05,2.4,89.6,1.0
96.0,0,6.15669e-05,2.2,88.7,1.0
94.0,0,6.190859999999999e-05,2.2,88.7,1.0
91.0,0,6.15669e-05,2.1,88.7,1.0
85.0,0,6.1227e-05,1.6,88.7,1.0
90.0,0,6.190859999999999e-05,2.0,89.6,1.0
88.0,0,6.08891e-05,1.9,89.6,1.0
90.0,0,6.29452e-05,2.0,89.6,-1.0
89.0,0,5.76104e-05,2.0,89.6,-1.0
88.0,0,5.72925e-05,1.9,89.6,-1.0
86.0,0,5.85751e-05,1.8,89.6,-1.0
83.0,0,5.79302e-05,1.6,89.6,-1.0
89.0,0,5.89002e-05,2.0,89.6,-1.0
82.0,0,5.9555799999999997e-05,1.6,89.6,-1.0
87.0,0,6.22522e-05,1.9,89.6,-1.0
85.0,0,5.9555799999999997e-05,1.6,89.6,-1.0
88.0,0,5.9555799999999997e-05,1.9,89.6,-1.0
85.0,0,5.89002e-05,1.7,89.6,-1.0
95.0,0,5.79302e-05,2.3,88.7,1.0
91.0,0,5.69762e-05,2.1,88.7,1.0
91.0,0,5.69762e-05,2.1,88.7,1.0
91.0,0,5.82517e-05,2.1,88.7,1.0
90.0,0,5.92271e-05,2.0,88.7,1.0
89.0,0,5.76104e-05,2.0,88.7,1.0
89.0,0,5.79302e-05,1.9,88.7,1.0
90.0,0,5.69762e-05,2.1,88.7,1.0
88.0,0,5.69762e-05,1.9,88.7,1.0
91.0,0,5.72925e-05,2.1,88.7,1.0
85.0,0,5.69762e-05,1.9,88.7,1.0
94.0,0,8.07485e-05,2.3,90.5,1.0
84.0,0,9.02009e-05,1.6,90.5,1.0
89.0,0,0.000101319,2.1,90.5,1.0
86.0,0,8.39385e-05,1.7,90.5,1.0
89.0,0,5.89002e-05,1.9,89.6,1.0
90.0,0,5.82517e-05,2.1,89.6,1.0
91.0,0,6.54318e-05,2.1,89.6,1.0
87.0,0,6.29452e-05,1.8,90.5,1.0
92.0,0,6.471149999999999e-05,2.2,90.5,1.0
96.0,0,7.39049e-05,2.4,90.5,1.0
85.0,0,7.47276e-05,1.8,90.5,1.0
92.0,0,6.76413e-05,2.1,90.5,1.0
89.0,0,6.22522e-05,2.1,90.5,1.0
89.0,0,6.435430000000001e-05,2.0,90.5,1.0
89.0,0,6.25977e-05,2.0,90.5,1.0
91.0,0,6.29452e-05,2.1,90.5,1.0
92.0,0,6.65274e-05,2.3,90.5,1.0
99.0,7,7.14908e-05,2.7,90.5,1.0
89.0,0,9.85534e-05,2.1,89.6,1.0
107.0,55,9.02009e-05,3.6,89.6,1.0
95.0,0,7.18876e-05,2.3,89.6,1.0
78.0,0,6.992539999999999e-05,1.5,89.6,1.0
114.0,54,5.9555799999999997e-05,5.9,88.7,-1.0
88.0,47,6.15669e-05,2.1,90.5,-1.0
85.0,0,0.000105322,1.8,90.5,-1.0
90.0,0,0.000147622,2.0,90.5,-1.0
86.0,0,0.000103015,1.7,90.5,-1.0
87.0,0,0.00012573,2.0,90.5,-1.0
107.0,0,0.00011443899999999999,3.1,90.5,-1.0
102.0,0,0.00017141700000000002,3.3,90.5,-1.0
97.0,15,0.000180172,2.4,89.6,-1.0
98.0,0,0.000153454,2.5,89.6,-1.0
98.0,0,0.00025114099999999997,2.6,89.6,-1.0
97.0,38,0.0009480560000000001,2.7,81.5,1.0
99.0,85,0.014358500000000001,3.9,81.5,1.0
112.0,33,0.0204623,4.5,81.5,1.0
114.0,66,0.0006915389999999999,4.5,82.4,1.0
105.0,11,0.00261056,3.1,81.5,1.0
95.0,0,0.00110698,2.3,81.5,1.0
99.0,0,0.0106489,2.7,82.4,1.0
96.0,0,0.011895399999999999,2.4,83.3,1.0
102.0,0,0.00963906,3.0,84.2,1.0
101.0,0,0.013214600000000002,2.8,84.2,1.0
102.0,0,0.00839342,2.8,85.1,1.0
102.0,10,0.245623,2.8,88.7,1.0
96.0,0,0.09170419999999999,2.6,87.8,1.0
89.0,0,0.07188220000000001,2.0,87.8,1.0
99.0,10,0.058247400000000005,2.7,87.8,1.0
104.0,17,0.0710908,3.2,88.7,1.0
94.0,0,0.0464215,2.2,88.7,1.0
95.0,48,0.11130699999999999,2.7,89.6,1.0
91.0,25,0.053016499999999994,2.4,89.6,1.0
90.0,21,0.0145989,2.3,89.6,1.0
109.0,70,0.0179169,3.4,89.6,1.0
99.0,52,0.00141224,2.8,88.7,1.0
100.0,59,0.08628739999999999,3.0,89.6,1.0
103.0,26,0.029813599999999996,2.9,89.6,1.0
101.0,22,0.0361866,3.1,89.6,1.0
99.0,41,0.011570700000000001,2.9,89.6,1.0
99.0,0,0.033119699999999995,2.8,89.6,1.0
94.0,0,0.038245999999999995,2.1,89.6,1.0
98.0,33,0.044657300000000004,3.0,89.6,1.0
97.0,0,0.0259608,2.4,88.7,1.0
99.0,0,0.0246993,2.8,88.7,1.0
114.0,7,0.0241584,5.2,88.7,1.0
115.0,16,0.0213887,5.2,88.7,1.0
95.0,0,0.017236,2.6,88.7,1.0
99.0,74,0.0206901,3.5,88.7,1.0
115.0,61,0.00848686,6.5,88.7,1.0
115.0,10,0.00160397,6.1,87.8,1.0
120.0,106,0.00286813,8.5,87.8,1.0
117.0,18,0.0016859000000000002,7.2,87.8,1.0
107.0,0,0.00490646,4.5,87.8,1.0
99.0,0,0.00384592,2.8,88.7,1.0
98.0,0,0.00695359,2.6,88.7,1.0
94.0,0,0.00595528,2.3,88.7,1.0
94.0,0,0.00490646,2.3,88.7,1.0
105.0,29,0.00034050800000000005,3.2,86.0,1.0
100.0,23,0.000313379,2.7,86.0,1.0
101.0,15,0.000380368,2.9,86.0,1.0
101.0,0,0.00054507,2.6,86.0,1.0
95.0,58,0.00048795,2.8,86.0,1.0
87.0,4,0.00065069,2.0,86.9,1.0
92.0,20,0.00129973,2.2,86.9,1.0
87.0,46,0.00128542,2.3,86.9,1.0
116.0,81,0.00199043,6.4,86.9,1.0
111.0,39,0.00206906,5.1,87.8,1.0
112.0,0,0.00097466,4.2,87.8,1.0
110.0,25,0.00632914,3.0,91.4,1.0
104.0,12,0.00518569,3.2,90.5,1.0
109.0,12,0.00585721,3.2,90.5,1.0
108.0,0,0.00533121,3.7,90.5,1.0
111.0,0,0.00569734,3.8,90.5,1.0
101.0,0,0.0040648,2.6,90.5,1.0
93.0,0,0.00469395,2.4,90.5,1.0
87.0,0,0.00563461,1.9,89.6,1.0
85.0,0,0.00346201,2.1,89.6,1.0
104.0,13,0.0034429,3.2,89.6,1.0
107.0,24,0.00391032,4.4,89.6,1.0
93.0,0,0.00111931,2.4,88.7,1.0
92.0,0,0.00057609,2.2,88.7,1.0
92.0,0,0.000393212,2.1,88.7,1.0
94.0,0,0.000325759,2.3,88.7,1.0
93.0,0,0.000427252,2.2,88.7,1.0
95.0,0,0.00047201199999999995,2.3,88.7,1.0
95.0,0,0.000274396,2.4,88.7,1.0
94.0,0,0.000232415,2.2,88.7,1.0
98.0,0,0.00020921400000000002,2.5,89.6,1.0
93.0,0,0.000182178,2.1,89.6,1.0
94.0,0,0.000181172,2.2,89.6,1.0
101.0,0,6.80167e-05,2.7,90.5,-1.0
103.0,0,6.76413e-05,2.9,90.5,-1.0
119.0,0,6.471149999999999e-05,7.8,90.5,-1.0
110.0,23,7.59788e-05,4.0,90.5,-1.0
102.0,7,7.10962e-05,2.9,90.5,-1.0
99.0,0,6.39991e-05,2.5,89.6,-1.0
102.0,0,0.00010416200000000001,2.8,89.6,-1.0
95.0,0,0.000106494,2.3,89.6,-1.0
93.0,0,8.30144e-05,2.1,90.5,-1.0
95.0,0,0.00011962,2.4,90.5,-1.0
91.0,0,9.480799999999999e-05,2.0,90.5,-1.0
94.0,0,6.08891e-05,2.3,91.4,-1.0
94.0,0,6.15669e-05,2.2,91.4,-1.0
94.0,0,6.02188e-05,2.2,91.4,-1.0
95.0,0,5.92271e-05,2.3,90.5,-1.0
96.0,0,6.32945e-05,2.4,91.4,-1.0
95.0,0,6.25977e-05,2.3,91.4,-1.0
97.0,0,6.435430000000001e-05,2.4,91.4,-1.0
92.0,0,6.435430000000001e-05,2.1,91.4,-1.0
95.0,0,6.190859999999999e-05,2.2,91.4,-1.0
91.0,0,6.02188e-05,2.1,91.4,-1.0
86.0,0,6.1227e-05,1.8,91.4,-1.0
98.0,0,5.92271e-05,2.7,89.6,1.0
110.0,0,5.82517e-05,3.3,88.7,1.0
104.0,0,6.364579999999999e-05,3.1,88.7,1.0
108.0,0,6.65274e-05,2.4,89.6,1.0
93.0,0,6.32945e-05,2.1,89.6,1.0
92.0,0,5.9555799999999997e-05,1.9,88.7,1.0
95.0,0,6.25977e-05,2.6,88.7,1.0
106.0,0,5.9555799999999997e-05,3.1,88.7,1.0
109.0,25,5.72925e-05,3.1,88.7,1.0
102.0,0,0.028364799999999996,3.1,88.7,1.0
100.0,0,7.89704,2.9,91.4,1.0
106.0,82,7.07038e-05,5.4,90.5,-1.0
91.0,85,7.18876e-05,2.5,90.5,-1.0
94.0,61,7.10962e-05,2.4,90.5,-1.0
86.0,97,0.00019254599999999998,2.1,90.5,-1.0
90.0,110,6.992539999999999e-05,2.4,90.5,-1.0
93.0,115,7.10962e-05,2.8,90.5,-1.0
123.0,102,0.000206911,9.4,90.5,-1.0
102.0,122,7.59788e-05,4.4,90.5,-1.0
99.0,125,9.480799999999999e-05,3.4,90.5,-1.0
84.0,117,9.693049999999999e-05,2.3,90.5,-1.0
111.0,91,8.07485e-05,5.7,90.5,-1.0
114.0,24,0.357873,5.8,93.2,1.0
112.0,77,0.867642,5.7,94.1,1.0
97.0,0,0.16398,2.9,93.2,1.0
119.0,0,1.51749,7.8,93.2,1.0
117.0,0,0.11764200000000001,7.5,92.3,1.0
107.0,0,0.259602,4.5,92.3,1.0
113.0,10,1.01871,5.7,92.3,1.0
108.0,0,0.789724,4.0,92.3,1.0
120.0,8,2.58162,8.9,93.2,1.0
118.0,8,3.4426400000000004,7.6,93.2,1.0
118.0,39,1.9683700000000002,8.2,92.3,1.0
103.0,0,0.585692,3.1,92.3,1.0
104.0,0,0.181159,3.1,92.3,1.0
106.0,0,0.208044,3.3,92.3,1.0
103.0,0,0.0242925,3.0,92.3,1.0
105.0,0,0.00420205,3.2,93.2,1.0
104.0,0,0.190412,3.0,93.2,1.0
110.0,0,0.23498400000000003,4.8,93.2,1.0
110.0,0,0.110693,4.5,94.1,1.0
102.0,0,0.018831999999999998,2.9,94.1,1.0
106.0,0,0.016858599999999998,3.3,94.1,1.0
101.0,0,0.0157752,2.8,93.2,1.0
106.0,59,0.00228582,4.3,88.7,1.0
91.0,0,0.18624200000000002,2.3,83.3,1.0
86.0,0,0.296483,1.9,84.2,1.0
106.0,0,0.518543,4.2,84.2,1.0
102.0,0,0.927227,2.8,84.2,1.0
103.0,0,0.7108909999999999,3.2,84.2,1.0
100.0,0,0.415559,2.9,85.1,1.0
99.0,0,0.266887,2.6,86.0,1.0
97.0,0,0.017236,2.6,86.0,1.0
101.0,9,0.00397579,3.0,86.9,1.0
99.0,0,0.00882213,2.7,86.9,1.0
113.0,0,0.048255400000000004,6.4,76.1,1.0
103.0,0,0.165805,2.7,77.9,1.0
91.0,0,0.04798909999999999,2.2,80.6,1.0
92.0,0,0.00436806,2.3,81.5,1.0
100.0,0,0.0158627,2.7,83.3,1.0
97.0,0,0.0342381,2.6,84.2,1.0
94.0,0,0.0158627,2.4,85.1,1.0
90.0,0,0.037202,2.2,85.1,1.0
90.0,0,0.0585706,2.1,86.9,1.0
82.0,0,0.08821910000000001,1.6,86.9,1.0
88.0,0,0.110082,2.0,87.8,1.0
120.0,0,6.5795e-05,7.8,94.1,1.0
114.0,0,7.640050000000001e-05,6.8,94.1,1.0
123.0,19,7.47276e-05,9.3,93.2,1.0
107.0,47,6.190859999999999e-05,3.7,93.2,1.0
117.0,0,7.18876e-05,7.4,93.2,1.0
104.0,0,7.39049e-05,2.9,92.3,1.0
108.0,0,0.000261062,3.4,91.4,1.0
120.0,0,0.0015345,8.1,91.4,1.0
108.0,0,0.00162183,4.1,90.5,1.0
108.0,0,0.00110698,4.5,90.5,1.0
108.0,0,0.00582488,3.0,90.5,1.0
110.0,0,0.015091899999999998,5.2,94.1,1.0
114.0,0,0.00141224,6.5,94.1,1.0
115.0,0,0.0180163,6.7,94.1,1.0
111.0,0,0.00096393,5.2,94.1,1.0
108.0,0,0.0007349510000000001,3.7,94.1,1.0
107.0,0,0.00201258,3.3,93.2,1.0
107.0,0,0.00280532,3.6,93.2,1.0
115.0,0,0.00021747900000000002,7.4,93.2,1.0
114.0,0,0.000872523,6.5,93.2,1.0
107.0,0,0.00211538,4.1,93.2,1.0
93.0,0,0.00027899099999999997,2.3,94.1,1.0
102.0,30,0.0293226,3.0,81.5,1.0
92.0,45,0.00107677,2.6,79.7,1.0
108.0,0,0.00126425,4.2,76.1,1.0
104.0,0,0.0695342,3.0,78.8,1.0
102.0,0,0.203488,3.1,79.7,1.0
100.0,0,0.0877322,2.8,80.6,1.0
102.0,49,0.125027,3.3,81.5,1.0
104.0,50,0.00285229,3.0,82.4,1.0
112.0,14,0.00293233,5.1,83.3,1.0
114.0,41,0.00350054,6.5,84.2,1.0
102.0,76,0.00164898,2.8,83.3,1.0
102.0,0,0.36791599999999997,2.9,90.5,1.0
101.0,0,0.9799959999999999,2.8,90.5,1.0
101.0,0,0.843959,3.0,90.5,1.0
104.0,0,0.19575499999999998,3.2,90.5,1.0
102.0,0,0.224806,3.1,90.5,1.0
100.0,0,0.14843,2.8,90.5,1.0
99.0,0,0.208044,2.8,90.5,1.0
99.0,0,0.245623,2.8,90.5,1.0
98.0,0,0.244267,2.5,90.5,1.0
100.0,0,0.178175,2.7,90.5,1.0
99.0,0,0.00399786,2.7,90.5,1.0
100.0,0,0.000441679,3.0,90.5,-1.0
106.0,0,0.000265433,3.4,90.5,-1.0
94.0,0,0.000154305,2.4,90.5,-1.0
91.0,0,0.000141228,2.1,90.5,-1.0
97.0,0,0.000131423,2.5,90.5,-1.0
100.0,0,0.000122298,2.8,90.5,-1.0
99.0,0,0.00011380799999999999,2.6,90.5,-1.0
96.0,0,0.000105906,2.6,91.4,-1.0
96.0,0,9.910040000000001e-05,2.7,91.4,-1.0
98.0,0,9.070149999999999e-05,2.6,90.5,-1.0
102.0,0,8.77388e-05,3.2,90.5,-1.0
119.0,0,5.92271e-05,8.3,82.4,1.0
97.0,0,5.76104e-05,3.5,83.3,1.0
100.0,0,6.83943e-05,3.3,83.3,1.0
98.0,0,8.30144e-05,3.2,83.3,1.0
99.0,0,6.689659999999999e-05,2.9,83.3,1.0
102.0,0,0.000151764,3.2,83.3,1.0
104.0,6,0.000402015,3.3,84.2,1.0
102.0,0,0.000156889,3.1,84.2,1.0
92.0,15,0.00029001200000000003,2.3,84.2,1.0
92.0,20,0.000280539,2.5,84.2,1.0
97.0,0,9.2732e-05,2.9,84.2,1.0
104.0,29,0.00155158,3.5,87.8,1.0
102.0,0,0.00057609,3.3,87.8,1.0
103.0,0,0.0005825030000000001,3.5,87.8,1.0
89.0,0,0.00533121,2.4,87.8,1.0
95.0,0,0.00351997,2.5,87.8,1.0
94.0,0,0.00417886,2.4,87.8,1.0
93.0,8,0.00548081,2.6,87.8,1.0
91.0,32,0.0062942,2.4,88.7,1.0
90.0,0,0.00395385,2.2,88.7,1.0
93.0,24,0.00456582,2.5,88.7,1.0
95.0,3,0.00714872,2.6,88.7,1.0
94.0,0,0.0145989,2.6,90.5,1.0
93.0,0,0.030312799999999997,2.1,90.5,1.0
91.0,0,0.0557244,2.5,90.5,1.0
91.0,0,0.271355,2.3,90.5,1.0
98.0,0,0.229839,3.0,90.5,1.0
91.0,0,0.130687,2.2,90.5,1.0
92.0,0,0.147611,2.4,90.5,1.0
90.0,0,0.5541550000000001,2.2,90.5,1.0
91.0,0,0.334875,2.3,89.6,1.0
90.0,0,0.00743114,2.3,89.6,1.0
91.0,0,0.258169,2.4,89.6,1.0
95.0,0,0.000327567,2.5,86.9,1.0
96.0,0,0.00031862599999999997,2.7,86.9,1.0
105.0,0,0.000294868,3.6,86.9,1.0
107.0,19,0.000233705,4.3,86.9,1.0
90.0,0,0.00017428700000000002,2.2,86.9,1.0
85.0,0,0.00025393599999999996,1.8,86.9,1.0
92.0,0,0.000265433,2.4,86.9,1.0
98.0,0,0.00041559,2.6,86.9,1.0
98.0,0,0.0005100419999999999,2.9,87.8,1.0
92.0,0,0.000177205,2.3,87.8,1.0
91.0,0,0.00036188400000000003,2.4,87.8,1.0
101.0,19,0.035198900000000005,2.6,87.8,1.0
109.0,0,0.0204623,4.2,87.8,1.0
102.0,0,0.014761400000000001,3.2,87.8,1.0
115.0,0,0.0116995,7.1,87.8,1.0
112.0,0,0.0104735,5.2,87.8,1.0
96.0,0,0.00424883,2.6,86.9,1.0
82.0,0,0.0051286000000000005,1.8,86.9,1.0
93.0,0,0.000695377,2.4,86.9,1.0
90.0,0,0.00331205,2.2,86.9,1.0
94.0,0,0.00221115,2.3,86.9,1.0
96.0,0,0.00408736,2.5,86.9,1.0
91.0,0,5.76104e-05,2.2,88.7,-1.0
93.0,0,5.76104e-05,2.2,88.7,-1.0
88.0,0,5.69762e-05,1.9,88.7,-1.0
88.0,0,5.72925e-05,1.7,88.7,-1.0
91.0,0,5.76104e-05,2.2,88.7,-1.0
91.0,0,5.72925e-05,2.0,89.6,-1.0
92.0,0,5.72925e-05,2.2,89.6,-1.0
90.0,0,5.72925e-05,2.1,88.7,-1.0
88.0,0,5.69762e-05,1.9,88.7,-1.0
90.0,0,5.76104e-05,2.0,89.6,-1.0
88.0,0,5.82517e-05,1.8,89.6,-1.0
97.0,13,5.6349e-05,2.8,87.8,-1.0
85.0,0,5.66617e-05,2.0,87.8,-1.0
96.0,12,5.66617e-05,2.4,87.8,-1.0
76.0,0,5.6349e-05,1.6,87.8,-1.0
92.0,0,5.66617e-05,2.3,87.8,-1.0
92.0,0,5.66617e-05,2.3,87.8,-1.0
104.0,9,5.6349e-05,2.9,87.8,-1.0
112.0,0,5.69762e-05,3.2,87.8,-1.0
108.0,0,5.6349e-05,4.6,87.8,-1.0
106.0,0,5.6349e-05,3.4,87.8,-1.0
113.0,10,5.6349e-05,6.3,87.8,-1.0
112.0,10,0.00527252,5.5,92.3,1.0
116.0,10,0.00216273,8.0,91.4,1.0
109.0,36,0.00408736,4.7,89.6,1.0
114.0,21,0.00072686,6.7,88.7,1.0
107.0,0,0.00367934,3.5,88.7,1.0
103.0,11,0.00318618,3.2,87.8,1.0
97.0,10,0.00545056,3.0,87.8,1.0
109.0,30,0.00221115,3.7,87.8,1.0
110.0,0,0.00683908,6.0,86.9,1.0
107.0,49,0.000372039,3.7,86.9,1.0
114.0,0,0.000262511,7.2,86.9,1.0
82.0,34,9.222020000000001e-05,1.8,88.7,1.0
101.0,0,0.0006156530000000001,3.8,89.6,1.0
114.0,0,0.000533135,7.1,89.6,1.0
112.0,36,0.00202375,6.0,90.5,1.0
128.0,0,0.000482579,8.8,92.3,1.0
119.0,0,0.000703117,8.8,92.3,1.0
116.0,0,0.000588987,7.4,93.2,1.0
112.0,0,0.00013511100000000001,5.4,93.2,1.0
113.0,0,0.00054507,6.5,94.1,1.0
113.0,19,0.00293233,7.0,94.1,1.0
110.0,76,8.92078e-05,6.4,95.0,1.0
117.0,0,0.0034049999999999996,7.2,89.6,1.0
112.0,0,0.00320387,5.9,89.6,1.0
107.0,0,0.00034239800000000005,4.0,89.6,1.0
100.0,0,0.12853499999999998,2.6,89.6,1.0
110.0,0,0.24835700000000002,5.2,89.6,1.0
107.0,0,0.60883,4.1,89.6,1.0
95.0,0,0.665207,2.7,88.7,1.0
115.0,0,0.038245999999999995,7.3,88.7,1.0
116.0,31,0.026689299999999996,7.7,88.7,1.0
115.0,21,0.00365903,7.8,88.7,1.0
114.0,0,0.018936500000000002,7.0,88.7,1.0
