hr,steps,gsr,calories,temp,mood
96.0,0,0.00010416200000000001,2.2,88.7,1.0
88.0,23,5.6349e-05,1.9,88.7,-1.0
98.0,98,5.60379e-05,2.7,88.7,-1.0
103.0,12,5.6349e-05,2.8,87.8,-1.0
98.0,0,5.60379e-05,2.3,86.9,-1.0
99.0,0,5.5728599999999994e-05,2.1,86.9,-1.0
86.0,0,5.5728599999999994e-05,1.8,87.8,-1.0
91.0,0,5.60379e-05,2.0,86.9,-1.0
92.0,0,5.98864e-05,2.0,87.8,-1.0
83.0,0,5.60379e-05,1.6,87.8,-1.0
75.0,0,5.5728599999999994e-05,1.5,87.8,-1.0
81.0,0,5.66617e-05,1.5,87.8,-1.0
90.0,0,5.60379e-05,1.9,87.8,-1.0
90.0,0,5.6349e-05,1.9,87.8,-1.0
87.0,0,5.60379e-05,1.7,87.8,-1.0
87.0,0,5.5728599999999994e-05,1.7,86.9,-1.0
85.0,0,5.5421000000000004e-05,1.5,86.9,-1.0
83.0,0,5.5728599999999994e-05,1.6,86.9,-1.0
77.0,0,5.5421000000000004e-05,1.5,86.9,-1.0
78.0,0,5.60379e-05,1.6,86.9,-1.0
85.0,0,5.5728599999999994e-05,1.6,86.9,-1.0
89.0,0,5.5115100000000004e-05,1.9,86.9,-1.0
98.0,0,5.5728599999999994e-05,2.3,87.8,-1.0
109.0,18,5.5728599999999994e-05,4.0,87.8,1.0
94.0,0,6.65274e-05,2.2,87.8,1.0
80.0,0,6.25977e-05,1.5,87.8,1.0
85.0,68,5.5421000000000004e-05,1.9,87.8,1.0
83.0,65,5.66617e-05,1.7,87.8,1.0
91.0,11,7.89803e-05,1.9,86.9,1.0
91.0,32,6.471149999999999e-05,2.1,86.9,1.0
93.0,0,0.000159516,2.0,86.9,1.0
113.0,0,5.60379e-05,3.7,86.9,1.0
114.0,0,5.5115100000000004e-05,3.1,86.9,1.0
93.0,0,5.5115100000000004e-05,1.9,86.9,1.0
105.0,0,5.89002e-05,2.8,86.9,1.0
105.0,0,5.6349e-05,2.8,86.9,1.0
104.0,34,6.39991e-05,3.2,86.9,1.0
106.0,7,9.480799999999999e-05,3.1,86.9,1.0
92.0,8,0.000139673,2.0,86.9,1.0
102.0,25,9.37643e-05,2.8,86.9,1.0
100.0,0,0.00029815099999999997,2.6,86.9,1.0
89.0,36,0.000311649,2.1,87.8,1.0
104.0,26,5.76104e-05,3.0,87.8,1.0
107.0,12,0.000175254,4.1,87.8,1.0
107.0,8,7.72509e-05,3.1,87.8,1.0
94.0,0,5.98864e-05,2.3,89.6,1.0
97.0,0,5.79302e-05,2.4,89.6,1.0
91.0,0,5.76104e-05,1.9,90.5,1.0
91.0,0,5.82517e-05,2.0,90.5,1.0
95.0,0,5.82517e-05,2.2,90.5,1.0
94.0,0,5.76104e-05,2.1,90.5,1.0
95.0,0,5.85751e-05,2.2,90.5,1.0
92.0,0,5.79302e-05,2.0,90.5,1.0
93.0,0,5.79302e-05,2.1,90.5,1.0
93.0,0,5.76104e-05,2.1,90.5,1.0
90.0,0,5.79302e-05,1.9,90.5,1.0
118.0,0,7.72509e-05,5.4,86.9,-1.0
111.0,29,5.5115100000000004e-05,4.9,86.9,-1.0
105.0,18,5.45083e-05,2.8,86.0,-1.0
108.0,33,5.5115100000000004e-05,4.0,86.0,-1.0
106.0,0,5.60379e-05,3.0,86.0,-1.0
103.0,0,5.48109e-05,2.6,86.0,-1.0
101.0,0,5.5115100000000004e-05,2.5,86.0,-1.0
97.0,0,5.5421000000000004e-05,2.3,86.0,-1.0
98.0,0,5.92271e-05,2.4,86.0,-1.0
100.0,0,5.5421000000000004e-05,2.5,86.9,-1.0
102.0,0,6.471149999999999e-05,2.6,86.9,-1.0
94.0,0,5.5115100000000004e-05,2.2,86.9,1.0
92.0,0,5.79302e-05,2.1,86.9,1.0
92.0,0,5.6349e-05,2.1,87.8,1.0
96.0,0,5.6349e-05,2.3,87.8,1.0
94.0,0,5.69762e-05,2.2,88.7,1.0
95.0,0,5.60379e-05,2.3,88.7,1.0
91.0,0,5.85751e-05,2.0,88.7,1.0
90.0,0,5.72925e-05,2.0,88.7,1.0
90.0,0,7.640050000000001e-05,1.9,88.7,1.0
92.0,0,7.55594e-05,2.1,88.7,1.0
92.0,0,7.767970000000001e-05,2.0,89.6,1.0
94.0,0,6.25977e-05,2.1,90.5,-1.0
94.0,0,6.25977e-05,2.2,90.5,-1.0
92.0,0,6.22522e-05,2.0,90.5,-1.0
92.0,0,5.9555799999999997e-05,2.1,90.5,-1.0
94.0,0,6.435430000000001e-05,2.1,90.5,-1.0
95.0,0,6.471149999999999e-05,2.3,90.5,-1.0
89.0,0,6.0553e-05,2.1,90.5,-1.0
94.0,0,6.80167e-05,2.4,90.5,-1.0
96.0,0,7.18876e-05,2.6,90.5,-1.0
98.0,0,6.5795e-05,2.8,90.5,-1.0
94.0,0,6.364579999999999e-05,2.5,90.5,-1.0
92.0,0,0.000115713,2.0,91.4,-1.0
91.0,0,0.000117001,2.0,91.4,-1.0
93.0,0,0.00012573,2.2,91.4,-1.0
90.0,0,8.487280000000001e-05,1.9,91.4,-1.0
90.0,0,8.487280000000001e-05,2.0,91.4,-1.0
91.0,0,9.37643e-05,2.0,91.4,-1.0
93.0,0,0.00010076,2.2,91.4,-1.0
99.0,0,0.00010076,2.6,91.4,-1.0
112.0,0,0.00010188100000000001,4.9,90.5,-1.0
114.0,0,8.77388e-05,4.3,91.4,-1.0
112.0,0,0.000128545,4.8,91.4,-1.0
99.0,0,0.00501631,2.5,88.7,1.0
101.0,0,0.00424883,2.8,88.7,1.0
96.0,0,0.00111313,2.4,88.7,1.0
97.0,0,0.00242931,2.4,88.7,1.0
106.0,0,0.00477254,2.9,88.7,1.0
102.0,0,0.00839342,2.7,89.6,1.0
97.0,0,0.00527252,2.3,89.6,1.0
95.0,0,0.00348122,2.3,88.7,1.0
98.0,0,0.00178184,2.4,88.7,1.0
96.0,0,0.00223577,2.3,88.7,1.0
85.0,0,0.002669,1.7,88.7,1.0
92.0,0,0.00024837599999999997,2.0,88.7,-1.0
92.0,0,0.000439241,2.0,89.6,-1.0
91.0,0,0.000367943,1.8,89.6,-1.0
92.0,0,0.000325759,2.0,89.6,-1.0
92.0,0,0.000336759,2.1,89.6,-1.0
93.0,0,0.00029324099999999997,2.1,89.6,-1.0
94.0,0,0.000346209,2.2,89.6,-1.0
93.0,0,0.00034239800000000005,2.0,89.6,-1.0
93.0,12,0.000224823,2.3,89.6,-1.0
106.0,14,0.00016953,2.5,89.6,-1.0
93.0,0,0.00017428700000000002,2.2,89.6,-1.0
90.0,0,0.000272882,1.9,89.6,1.0
92.0,0,0.000167663,2.0,89.6,1.0
92.0,0,0.000177205,2.1,89.6,1.0
91.0,0,0.00023893700000000002,2.0,89.6,1.0
86.0,0,0.00015776,1.8,89.6,1.0
89.0,0,0.00013890200000000002,1.9,89.6,1.0
95.0,0,5.9555799999999997e-05,2.2,89.6,1.0
88.0,0,5.72925e-05,1.8,88.7,1.0
89.0,0,5.76104e-05,1.8,88.7,1.0
89.0,0,5.6349e-05,1.8,88.7,1.0
90.0,0,5.66617e-05,1.9,88.7,1.0
81.0,0,0.000479915,1.7,86.0,1.0
95.0,0,0.000605515,2.6,86.0,1.0
93.0,0,0.000629436,2.6,86.0,1.0
93.0,0,0.000566603,2.5,86.0,1.0
89.0,9,0.000639975,2.4,86.0,1.0
85.0,0,0.000404246,1.8,86.0,1.0
95.0,10,0.0005100419999999999,3.0,86.0,1.0
113.0,132,0.00037618,6.2,86.0,1.0
123.0,124,0.000182178,9.2,85.1,1.0
130.0,125,6.5795e-05,8.9,83.3,1.0
127.0,127,6.02188e-05,8.8,81.5,1.0
108.0,0,0.00019577,3.8,77.0,1.0
94.0,0,0.000268388,2.5,77.9,1.0
88.0,0,0.000608876,1.9,77.9,1.0
88.0,33,0.000872523,2.0,78.8,1.0
86.0,0,0.0006543019999999999,1.8,78.8,1.0
76.0,0,0.00127127,1.5,78.8,1.0
86.0,35,0.00177201,2.0,79.7,1.0
119.0,67,0.00142796,7.9,80.6,1.0
110.0,0,0.00129973,3.4,79.7,1.0
98.0,33,0.00125727,2.6,80.6,1.0
92.0,102,0.00256757,2.4,80.6,1.0
96.0,0,5.85751e-05,2.4,86.9,-1.0
96.0,0,6.22522e-05,2.5,86.9,-1.0
91.0,0,6.72679e-05,2.1,86.9,-1.0
90.0,0,7.03135e-05,2.0,86.9,-1.0
89.0,0,6.689659999999999e-05,2.0,86.9,-1.0
81.0,0,5.9555799999999997e-05,1.5,86.9,-1.0
83.0,0,6.95394e-05,1.8,87.8,-1.0
93.0,0,6.29452e-05,2.2,87.8,-1.0
92.0,0,7.10962e-05,2.2,87.8,-1.0
89.0,0,7.43151e-05,2.0,87.8,-1.0
90.0,0,8.53439e-05,2.2,87.8,-1.0
91.0,0,6.15669e-05,2.2,88.7,-1.0
89.0,0,6.54318e-05,1.9,88.7,-1.0
84.0,0,5.82517e-05,1.7,88.7,-1.0
82.0,0,5.82517e-05,1.5,88.7,-1.0
86.0,0,6.1227e-05,1.8,88.7,-1.0
90.0,0,5.92271e-05,2.0,88.7,-1.0
91.0,0,6.29452e-05,2.1,88.7,-1.0
90.0,0,5.9555799999999997e-05,2.0,88.7,-1.0
94.0,0,6.61602e-05,2.3,88.7,-1.0
92.0,0,6.61602e-05,2.2,89.6,-1.0
91.0,0,6.65274e-05,2.1,89.6,-1.0
88.0,0,5.79302e-05,2.0,88.7,1.0
91.0,0,5.85751e-05,2.0,88.7,1.0
87.0,0,5.89002e-05,1.9,88.7,1.0
90.0,0,5.82517e-05,2.1,88.7,1.0
87.0,0,5.76104e-05,1.8,88.7,1.0
87.0,0,5.89002e-05,1.9,88.7,1.0
88.0,0,5.92271e-05,1.9,88.7,1.0
83.0,0,5.72925e-05,1.7,88.7,1.0
87.0,0,5.6349e-05,1.9,88.7,1.0
82.0,0,5.66617e-05,1.6,88.7,1.0
85.0,0,5.76104e-05,1.7,88.7,1.0
96.0,0,5.92271e-05,2.6,88.7,-1.0
98.0,0,5.72925e-05,2.6,88.7,-1.0
95.0,0,7.22866e-05,2.4,88.7,-1.0
88.0,0,0.000134365,2.0,88.7,-1.0
93.0,0,0.000122298,2.4,88.7,-1.0
92.0,0,9.693049999999999e-05,2.1,89.6,-1.0
108.0,0,0.00014280000000000003,5.0,89.6,-1.0
99.0,57,5.92271e-05,2.9,89.6,-1.0
92.0,43,5.76104e-05,2.3,89.6,-1.0
98.0,26,5.69762e-05,2.7,88.7,-1.0
96.0,48,5.72925e-05,2.5,88.7,-1.0
86.0,0,6.65274e-05,1.9,88.7,1.0
89.0,0,7.10962e-05,2.1,88.7,1.0
90.0,0,6.29452e-05,2.0,88.7,1.0
90.0,0,7.59788e-05,2.1,89.6,1.0
88.0,0,8.255620000000001e-05,2.0,89.6,1.0
93.0,0,0.000102447,2.3,89.6,1.0
93.0,0,5.92271e-05,2.3,89.6,1.0
83.0,0,5.79302e-05,1.7,89.6,1.0
92.0,0,7.07038e-05,2.3,89.6,1.0
91.0,9,8.11966e-05,2.2,89.6,1.0
89.0,1,0.000113179,2.0,89.6,1.0
96.0,0,8.440430000000001e-05,2.5,88.7,1.0
89.0,0,0.00013890200000000002,2.1,88.7,1.0
84.0,0,5.85751e-05,2.0,88.7,1.0
93.0,0,5.69762e-05,2.4,88.7,1.0
90.0,0,6.435430000000001e-05,2.1,88.7,1.0
92.0,0,0.000154305,2.2,88.7,1.0
91.0,0,9.171110000000001e-05,2.3,88.7,1.0
90.0,0,6.22522e-05,2.1,88.7,1.0
89.0,0,6.15669e-05,2.1,88.7,1.0
90.0,0,0.000101319,2.2,88.7,1.0
90.0,0,5.79302e-05,2.1,88.7,1.0
88.0,0,5.89002e-05,1.9,88.7,1.0
83.0,0,5.89002e-05,1.7,88.7,1.0
95.0,41,5.66617e-05,2.6,88.7,1.0
101.0,21,5.6349e-05,2.7,88.7,1.0
96.0,0,5.6349e-05,2.2,88.7,1.0
95.0,0,5.6349e-05,2.4,87.8,1.0
90.0,0,5.60379e-05,2.1,87.8,1.0
84.0,0,5.60379e-05,1.7,87.8,1.0
77.0,0,5.5728599999999994e-05,1.5,87.8,1.0
84.0,0,5.5421000000000004e-05,1.7,87.8,1.0
89.0,0,5.5728599999999994e-05,1.9,87.8,1.0
103.0,0,5.60379e-05,3.5,86.9,1.0
97.0,0,5.5115100000000004e-05,2.3,86.9,1.0
104.0,0,5.60379e-05,3.9,86.9,1.0
89.0,0,5.5728599999999994e-05,2.5,86.9,1.0
108.0,38,7.767970000000001e-05,4.8,87.8,1.0
101.0,0,6.1227e-05,3.1,87.8,1.0
97.0,0,7.59788e-05,2.6,87.8,1.0
100.0,0,5.5115100000000004e-05,2.7,86.9,1.0
93.0,0,5.5728599999999994e-05,2.3,86.9,1.0
83.0,0,5.66617e-05,1.6,86.9,1.0
91.0,0,5.5115100000000004e-05,2.1,86.9,1.0
93.0,0,5.60379e-05,2.4,87.8,-1.0
92.0,0,5.69762e-05,2.2,87.8,-1.0
95.0,0,7.03135e-05,2.5,87.8,-1.0
99.0,12,5.9555799999999997e-05,2.9,87.8,-1.0
98.0,0,6.435430000000001e-05,2.7,87.8,-1.0
98.0,0,9.85534e-05,2.7,87.8,-1.0
94.0,0,0.000101319,2.5,87.8,-1.0
96.0,0,6.02188e-05,2.5,88.7,-1.0
92.0,0,9.02009e-05,2.2,88.7,-1.0
94.0,0,0.000159516,2.5,88.7,-1.0
93.0,0,6.992539999999999e-05,2.3,88.7,-1.0
87.0,0,5.69762e-05,2.0,88.7,-1.0
88.0,0,5.72925e-05,1.9,88.7,-1.0
88.0,0,5.69762e-05,2.0,88.7,-1.0
88.0,0,5.76104e-05,1.9,88.7,-1.0
77.0,0,5.66617e-05,1.6,88.7,-1.0
85.0,0,5.69762e-05,1.8,88.7,-1.0
88.0,0,5.69762e-05,2.1,88.7,-1.0
94.0,29,5.72925e-05,2.2,89.6,-1.0
112.0,0,5.72925e-05,4.8,88.7,-1.0
115.0,18,5.72925e-05,5.4,88.7,-1.0
109.0,33,5.69762e-05,4.9,88.7,-1.0
85.0,0,5.6349e-05,1.7,87.8,-1.0
90.0,0,5.66617e-05,2.2,87.8,-1.0
87.0,0,5.5728599999999994e-05,1.9,87.8,-1.0
83.0,0,5.5728599999999994e-05,1.7,87.8,-1.0
89.0,0,5.6349e-05,2.0,87.8,-1.0
93.0,0,5.60379e-05,2.2,87.8,-1.0
105.0,0,5.66617e-05,3.2,87.8,-1.0
90.0,0,6.72679e-05,2.1,88.7,-1.0
82.0,0,6.61602e-05,1.8,88.7,-1.0
86.0,0,5.69762e-05,2.0,88.7,-1.0
93.0,0,5.6349e-05,2.4,88.7,-1.0
96.0,0,5.60379e-05,2.4,87.8,1.0
93.0,0,5.76104e-05,2.2,87.8,1.0
86.0,23,7.767970000000001e-05,1.9,88.7,1.0
110.0,108,6.32945e-05,5.3,88.7,1.0
117.0,116,5.76104e-05,6.7,88.7,1.0
113.0,117,5.9555799999999997e-05,5.9,88.7,1.0
116.0,121,5.79302e-05,6.5,88.7,1.0
133.0,121,5.60379e-05,11.0,87.8,1.0
168.0,121,5.5728599999999994e-05,16.1,86.9,1.0
167.0,7,5.5421000000000004e-05,13.8,86.9,1.0
152.0,116,5.6349e-05,13.7,86.9,1.0
89.0,0,0.0937572,1.8,86.9,-1.0
95.0,0,0.146796,2.0,86.9,-1.0
75.0,0,0.00100757,1.6,86.9,-1.0
84.0,0,0.00294861,1.7,87.8,-1.0
99.0,0,0.0123654,2.5,87.8,-1.0
96.0,0,0.0401995,2.3,87.8,-1.0
91.0,24,0.00710926,2.4,87.8,-1.0
98.0,16,0.00202375,3.1,87.8,-1.0
109.0,12,0.000882235,3.7,87.8,-1.0
92.0,0,0.000839363,2.1,87.8,-1.0
86.0,10,0.00172364,2.3,87.8,-1.0
95.0,9,0.0005016430000000001,2.3,87.8,1.0
100.0,33,0.00187285,2.9,87.8,1.0
100.0,0,0.00278984,2.8,87.8,1.0
97.0,0,0.000363893,2.6,87.8,1.0
91.0,0,0.000338629,2.0,87.8,1.0
80.0,0,0.00054507,1.6,87.8,1.0
80.0,0,0.00296497,1.7,87.8,1.0
104.0,0,0.000554196,3.4,87.8,1.0
121.0,0,0.00501631,7.9,87.8,1.0
106.0,0,0.0022984999999999998,4.6,87.8,1.0
87.0,0,0.00023630599999999998,1.7,86.9,1.0
85.0,0,0.129966,1.6,88.7,1.0
85.0,0,0.0853375,1.6,88.7,1.0
88.0,0,0.0162179,1.8,88.7,1.0
89.0,0,0.0113174,1.8,88.7,1.0
86.0,0,0.0459105,1.7,88.7,1.0
91.0,0,0.00557258,1.9,89.6,1.0
88.0,0,0.00111931,1.8,88.7,1.0
90.0,0,0.00397579,1.9,89.6,1.0
87.0,0,0.000554196,1.7,89.6,1.0
90.0,0,0.00111931,1.9,89.6,1.0
94.0,0,0.00157756,2.1,89.6,1.0
106.0,0,5.5728599999999994e-05,2.8,86.9,1.0
91.0,0,5.6349e-05,2.2,86.9,1.0
96.0,0,5.6349e-05,2.2,86.9,1.0
105.0,0,5.60379e-05,2.7,86.9,1.0
103.0,17,5.89002e-05,2.8,86.9,1.0
99.0,0,6.02188e-05,2.5,86.9,1.0
106.0,0,6.22522e-05,2.9,86.9,1.0
90.0,45,5.5421000000000004e-05,2.3,86.9,1.0
105.0,0,6.76413e-05,3.2,86.9,1.0
87.0,0,5.60379e-05,1.8,86.9,1.0
87.0,0,5.6349e-05,1.7,87.8,1.0
83.0,0,5.5728599999999994e-05,1.6,88.7,-1.0
85.0,0,5.5728599999999994e-05,1.6,88.7,-1.0
90.0,0,5.60379e-05,1.8,88.7,-1.0
89.0,0,5.79302e-05,1.8,88.7,-1.0
93.0,0,9.480799999999999e-05,2.2,88.7,-1.0
92.0,0,8.21005e-05,2.0,89.6,-1.0
101.0,0,7.34969e-05,2.8,89.6,-1.0
97.0,0,5.6349e-05,2.5,88.7,-1.0
88.0,0,5.66617e-05,1.8,88.7,-1.0
96.0,0,5.6349e-05,2.2,88.7,-1.0
103.0,0,5.60379e-05,2.7,88.7,-1.0
98.0,0,5.98864e-05,2.3,89.6,-1.0
93.0,0,6.15669e-05,2.1,89.6,-1.0
91.0,0,6.22522e-05,2.0,89.6,-1.0
96.0,0,6.25977e-05,2.2,89.6,-1.0
98.0,0,6.0553e-05,2.5,89.6,-1.0
96.0,0,5.79302e-05,2.2,89.6,-1.0
97.0,0,5.85751e-05,2.4,89.6,-1.0
96.0,0,5.92271e-05,2.2,89.6,-1.0
98.0,0,6.02188e-05,2.5,89.6,-1.0
96.0,0,6.08891e-05,2.3,89.6,-1.0
98.0,0,5.98864e-05,2.4,89.6,-1.0
94.0,0,6.471149999999999e-05,2.2,91.4,1.0
94.0,0,6.25977e-05,2.2,91.4,1.0
89.0,0,6.08891e-05,1.8,90.5,1.0
88.0,0,6.190859999999999e-05,1.8,91.4,1.0
96.0,0,6.29452e-05,2.2,90.5,1.0
99.0,0,6.15669e-05,2.5,90.5,1.0
95.0,0,6.02188e-05,2.3,90.5,1.0
90.0,0,6.689659999999999e-05,2.1,90.5,1.0
109.0,15,6.95394e-05,3.3,90.5,1.0
100.0,0,6.32945e-05,2.7,90.5,1.0
98.0,0,6.02188e-05,2.4,90.5,1.0
92.0,0,7.39049e-05,2.1,89.6,-1.0
94.0,0,0.00011896,2.1,89.6,-1.0
97.0,0,0.000235002,2.4,89.6,-1.0
96.0,0,0.000191483,2.2,89.6,-1.0
93.0,0,0.00014680700000000002,2.4,90.5,-1.0
96.0,0,0.000105322,2.3,89.6,-1.0
94.0,0,9.74685e-05,2.1,89.6,-1.0
96.0,0,6.364579999999999e-05,2.2,89.6,-1.0
93.0,0,6.25977e-05,2.1,89.6,-1.0
94.0,0,7.10962e-05,2.1,89.6,-1.0
94.0,0,8.030279999999999e-05,2.1,89.6,-1.0
93.0,0,0.000130697,2.0,90.5,1.0
92.0,0,9.37643e-05,2.1,90.5,1.0
91.0,0,0.00018318900000000002,1.9,90.5,1.0
94.0,0,0.00024837599999999997,2.2,90.5,1.0
91.0,0,0.00011193299999999999,1.9,90.5,1.0
93.0,0,0.000155162,2.1,90.5,1.0
92.0,0,0.000133623,2.1,90.5,1.0
91.0,0,0.000127835,1.9,90.5,1.0
94.0,0,6.364579999999999e-05,2.1,90.5,1.0
90.0,0,8.871540000000001e-05,1.9,90.5,1.0
92.0,0,7.767970000000001e-05,2.0,90.5,1.0
82.0,0,0.000105906,1.5,86.0,1.0
78.0,0,0.00011070100000000001,1.4,86.9,1.0
73.0,0,0.000112555,1.5,86.9,1.0
82.0,0,0.00011443899999999999,1.6,86.9,1.0
82.0,0,6.15669e-05,1.6,86.9,1.0
82.0,0,6.190859999999999e-05,1.4,86.9,1.0
83.0,0,6.15669e-05,1.5,86.9,1.0
88.0,0,6.0553e-05,1.8,86.9,1.0
89.0,0,6.992539999999999e-05,1.8,86.9,1.0
85.0,0,6.22522e-05,1.6,86.9,1.0
88.0,12,6.689659999999999e-05,1.8,86.9,1.0
87.0,0,6.22522e-05,1.9,84.2,1.0
88.0,0,6.471149999999999e-05,2.0,84.2,1.0
104.0,0,7.14908e-05,3.1,84.2,1.0
94.0,0,7.34969e-05,2.5,84.2,1.0
92.0,0,5.92271e-05,2.2,85.1,1.0
90.0,0,6.22522e-05,1.9,85.1,1.0
88.0,0,6.76413e-05,1.9,84.2,1.0
91.0,0,6.1227e-05,2.0,85.1,1.0
86.0,0,6.02188e-05,1.7,85.1,1.0
85.0,0,6.1227e-05,1.6,85.1,1.0
92.0,0,6.0553e-05,2.3,85.1,1.0
85.0,0,0.000683925,1.6,83.3,-1.0
106.0,0,0.000625962,3.8,83.3,-1.0
112.0,0,0.000676396,5.1,84.2,-1.0
115.0,0,0.000798575,6.6,84.2,-1.0
82.0,0,0.0044412,1.8,84.2,-1.0
97.0,119,0.00164898,2.8,84.2,-1.0
108.0,18,0.000897007,3.3,83.3,-1.0
108.0,23,0.000446596,2.7,83.3,-1.0
111.0,19,0.000518582,2.4,83.3,-1.0
104.0,0,0.00034050800000000005,3.1,82.4,-1.0
103.0,0,0.000695377,3.6,82.4,-1.0
107.0,0,0.00033490099999999997,4.5,84.2,-1.0
99.0,0,0.00030314299999999997,3.0,84.2,-1.0
101.0,0,0.000247005,2.5,83.3,-1.0
117.0,0,0.00020921400000000002,4.8,82.4,-1.0
107.0,20,0.000189375,3.4,82.4,-1.0
99.0,0,0.00020921400000000002,3.0,82.4,-1.0
86.0,30,0.00019361400000000002,1.9,82.4,-1.0
99.0,16,0.00028682,2.6,82.4,-1.0
97.0,0,0.000313379,2.4,82.4,-1.0
91.0,0,0.00028682,2.1,82.4,-1.0
107.0,0,0.000186256,3.0,82.4,-1.0
98.0,0,5.66617e-05,2.3,86.0,1.0
95.0,0,5.9555799999999997e-05,2.4,86.0,1.0
96.0,8,5.72925e-05,2.5,86.0,1.0
102.0,8,5.72925e-05,3.0,86.0,1.0
93.0,0,9.53342e-05,2.2,86.0,1.0
95.0,0,5.5115100000000004e-05,2.3,86.0,1.0
91.0,0,5.5728599999999994e-05,2.0,86.0,1.0
89.0,0,5.5421000000000004e-05,1.9,86.9,1.0
89.0,0,5.5115100000000004e-05,1.9,86.9,1.0
90.0,0,5.5728599999999994e-05,2.0,86.9,1.0
87.0,0,5.5728599999999994e-05,1.7,86.9,1.0
106.0,9,5.66617e-05,3.3,86.9,1.0
92.0,21,5.69762e-05,2.2,86.9,1.0
89.0,0,5.5421000000000004e-05,2.1,86.9,1.0
95.0,16,5.69762e-05,2.5,86.0,1.0
86.0,0,5.60379e-05,1.9,86.0,1.0
94.0,0,5.60379e-05,2.2,86.0,1.0
99.0,0,5.79302e-05,2.7,86.0,1.0
104.0,0,5.5728599999999994e-05,3.0,86.0,1.0
101.0,0,5.92271e-05,3.0,86.0,1.0
101.0,0,5.5421000000000004e-05,2.7,86.0,1.0
97.0,0,5.5421000000000004e-05,2.5,86.0,1.0
120.0,118,5.2147399999999995e-05,8.4,80.6,1.0
112.0,36,5.2147399999999995e-05,5.9,80.6,1.0
98.0,0,5.1573299999999996e-05,2.7,79.7,1.0
113.0,66,5.2147399999999995e-05,6.0,79.7,1.0
121.0,118,5.2147399999999995e-05,9.1,79.7,1.0
113.0,67,5.18595e-05,5.9,79.7,1.0
110.0,46,5.2147399999999995e-05,4.8,78.8,1.0
83.0,0,5.1573299999999996e-05,1.7,78.8,1.0
99.0,0,5.2147399999999995e-05,2.9,79.7,1.0
115.0,0,5.1573299999999996e-05,6.7,79.7,1.0
115.0,0,5.18595e-05,7.1,80.6,1.0
78.0,0,5.5728599999999994e-05,1.5,86.9,1.0
87.0,0,5.5115100000000004e-05,1.8,86.9,1.0
81.0,0,5.60379e-05,1.6,86.9,1.0
69.0,0,5.72925e-05,1.4,86.9,1.0
93.0,0,5.69762e-05,2.2,86.9,1.0
101.0,0,6.02188e-05,2.5,86.9,1.0
108.0,0,5.69762e-05,3.7,86.9,1.0
93.0,0,5.79302e-05,2.3,87.8,1.0
101.0,0,7.55594e-05,2.7,87.8,1.0
87.0,0,8.725450000000001e-05,1.9,87.8,1.0
88.0,0,6.992539999999999e-05,1.9,87.8,1.0
99.0,48,5.66617e-05,3.2,86.9,1.0
92.0,31,5.5728599999999994e-05,2.4,86.0,1.0
79.0,0,5.5115100000000004e-05,1.6,86.0,1.0
84.0,0,5.48109e-05,1.6,86.0,1.0
82.0,0,5.5115100000000004e-05,1.6,86.0,1.0
84.0,0,5.5115100000000004e-05,1.6,86.0,1.0
83.0,0,6.22522e-05,1.7,86.0,1.0
108.0,0,5.5115100000000004e-05,5.2,86.0,1.0
106.0,0,5.5421000000000004e-05,3.7,86.0,1.0
101.0,0,5.66617e-05,2.9,86.9,1.0
96.0,0,6.15669e-05,2.5,86.9,1.0
96.0,0,5.72925e-05,2.1,88.7,-1.0
104.0,0,5.89002e-05,2.9,88.7,-1.0
99.0,0,0.00016953,3.1,88.7,-1.0
98.0,0,5.76104e-05,2.6,88.7,-1.0
94.0,0,0.000107085,2.2,87.8,-1.0
97.0,0,5.66617e-05,2.5,87.8,-1.0
95.0,0,0.000142012,2.3,87.8,-1.0
95.0,0,0.000130697,2.4,88.7,-1.0
98.0,0,8.629389999999999e-05,2.5,88.7,-1.0
98.0,0,0.000152607,2.4,88.7,-1.0
94.0,0,5.66617e-05,2.3,88.7,-1.0
101.0,0,6.08891e-05,3.2,86.0,1.0
101.0,0,0.000125036,2.8,86.0,1.0
113.0,0,8.30144e-05,6.2,86.0,1.0
94.0,0,5.5421000000000004e-05,2.4,86.0,1.0
90.0,0,7.767970000000001e-05,2.0,86.0,1.0
88.0,0,5.5115100000000004e-05,1.9,86.9,1.0
92.0,0,5.5728599999999994e-05,2.2,86.9,1.0
87.0,0,5.5728599999999994e-05,1.9,86.9,1.0
90.0,20,5.5115100000000004e-05,2.2,86.9,1.0
99.0,30,5.5421000000000004e-05,2.7,86.9,1.0
106.0,18,5.5115100000000004e-05,3.2,86.0,1.0
85.0,0,7.640050000000001e-05,1.7,87.8,1.0
86.0,0,5.98864e-05,1.6,87.8,1.0
85.0,0,5.66617e-05,1.7,87.8,1.0
83.0,0,5.6349e-05,1.6,87.8,1.0
76.0,0,5.6349e-05,1.6,87.8,1.0
85.0,0,5.6349e-05,1.8,87.8,1.0
84.0,0,5.6349e-05,1.7,87.8,1.0
79.0,0,5.5728599999999994e-05,1.5,87.8,1.0
87.0,0,5.60379e-05,1.9,87.8,1.0
90.0,0,5.6349e-05,2.2,87.8,1.0
84.0,0,5.60379e-05,1.7,87.8,1.0
84.0,0,5.79302e-05,1.7,87.8,1.0
85.0,11,5.5728599999999994e-05,1.7,87.8,1.0
